lat, lon, hgt
0.650151315435511,2.21796679005685,-21784.046687521
0.655907957519759,2.2146864070893,111.341759393923
0.649890259666671,2.21258920092156,38.1931398678571
0.647894550228929,2.22252688404546,175.259127755649
0.667605334841928,2.24387821976859,45.639989557676
0.653862491829744,2.25433189205674,70.8632032750174
0.66091778716737,2.2294660023098,268.36103065405
0.651959166647094,2.23296784048417,201.304972833954
0.659228429453967,2.24979849642136,63.8148260433227
0.642569096789845,2.2301873407369,184.244783266447
0.636845502575888,2.22905526703971,221.440440653823
0.638262207411594,2.20726119918276,-16042.4344749143
0.63487707789003,2.22350189222321,115.823117654771
0.641708622601625,2.22043863706395,193.900878663175
0.64503479645861,2.23269026192211,143.903959981166
0.623166188030105,2.24199677723227,136.799066096544
0.638303222785835,2.24636115690388,181.445186531171
0.628564727529387,2.25747428167797,54.8201423482969
0.622703212441059,2.22696589768305,485.116303853691
0.625056895343407,2.22039073449666,4740.14259891398
0.613469179541728,2.214821232546,138.533390348777
0.607466888562968,2.20612872188476,43.4495002282783
0.606633052695492,2.2288892451685,139.685037032701
0.620635444593231,2.25730398788166,91.0168202519417
0.614766041802655,2.24411956197593,80.9391995724291
0.613667183581734,2.2536518001749,135.963900597766
0.583830210248395,2.20909604644419,100.00000389386
0.580991186489251,2.20718139714312,430.220835410058
